old_index,beds,longitude,latitude,mean_neighbor_price
5,4,-122.50919,37.776695,2203333.333
7,3,-122.50909,37.75958,1389666.667
9,4,-122.509056,37.75801,2110000
15,3,-122.50904,37.774418,1526666.667
17,2,-122.50902,37.758636,1476666.667
23,2,-122.50898,37.77368,1036333.333
46,3,-122.50837,37.752396,1609666.667
57,3,-122.50827,37.778465,2205466.667
62,5,-122.50825,37.777084,2793666.667
63,2,-122.50824,37.75144,1416666.667
70,2,-122.50816,37.761627,1370166.667
75,3,-122.508125,37.776707,2205466.667
102,3,-122.50788,37.78049,2218333.333
153,3,-122.50743,37.777122,2205466.667
174,3,-122.507256,37.748543,1213333.333
188,5,-122.507164,37.778217,2793666.667
206,4,-122.50702,37.780766,2253333.333
210,2,-122.506996,37.775932,1758333.333
219,3,-122.50693,37.7593,1389666.667
229,3,-122.50685,37.77375,1526666.667
230,3,-122.50685,37.773876,1526666.667
233,2,-122.506805,37.773098,948000
235,2,-122.5068,37.773163,948000
252,3,-122.50672,37.75103,1609666.667
255,2,-122.50672,37.77201,948000
264,2,-122.506645,37.755444,1208566.667
272,4,-122.50656,37.751038,1650000
333,3,-122.50606,37.747013,1423333.333
348,2,-122.506,37.776817,1650000
351,3,-122.50598,37.761086,1431666.667
363,3,-122.50595,37.754818,1390000
380,3,-122.505905,37.775536,1520000
385,2,-122.50588,37.74432,1123380
387,4,-122.50588,37.75986,2110000
391,2,-122.505875,37.75973,1406666.667
395,2,-122.50587,37.744255,1123380
401,2,-122.50584,37.75922,1406666.667
406,3,-122.505806,37.743286,1382666.667
469,3,-122.50546,37.738407,1310000
488,4,-122.505325,37.73647,1506600
490,3,-122.5053,37.751404,1333333.333
510,3,-122.50505,37.74803,1423333.333
513,3,-122.50504,37.747707,1423333.333
523,2,-122.505005,37.773487,1371666.667
536,2,-122.50497,37.76209,1333500
549,4,-122.5049,37.74578,1853333.333
553,3,-122.504875,37.776096,1560000
566,4,-122.50478,37.775063,1800000
582,3,-122.50472,37.743332,1382666.667
583,2,-122.50472,37.7742,1480000
586,2,-122.5047,37.73989,1011666.667
615,3,-122.504585,37.73617,1235000
650,4,-122.50431,37.75264,1493333.333
660,3,-122.50421,37.751358,1433333.333
686,4,-122.50399,37.763477,1938333.333
690,2,-122.503975,37.778664,1528333.333
693,3,-122.50395,37.773533,1483333.333
695,4,-122.503944,37.762844,1938333.333
707,3,-122.50387,37.761818,1450666.667
715,2,-122.50382,37.745766,906666.6667
717,2,-122.503815,37.77653,1528333.333
719,2,-122.50379,37.745403,906666.6667
720,2,-122.50379,37.745403,906666.6667
724,4,-122.50378,37.775955,1543333.333
729,2,-122.50375,37.760017,1386666.667
746,2,-122.50368,37.74354,980046.6667
779,3,-122.50354,37.772736,1483333.333
780,2,-122.50353,37.741444,1011666.667
786,4,-122.5035,37.77219,1803333.333
787,3,-122.50349,37.740997,1419333.333
797,2,-122.50344,37.75117,1221666.667
804,2,-122.50339,37.754776,1183887.333
812,3,-122.50332,37.738503,1295000
827,2,-122.50321,37.75227,1166666.667
835,3,-122.50311,37.76242,1390666.667
840,3,-122.50306,37.74999,1400000
847,2,-122.50304,37.74967,1280333.333
895,3,-122.50276,37.77664,1560000
912,2,-122.50268,37.760033,1313333.333
932,2,-122.50255,37.773945,1503333.333
952,4,-122.50247,37.772655,1730000
953,2,-122.50246,37.741425,1011666.667
979,3,-122.50228,37.75433,1346666.667
990,3,-122.50224,37.754013,1346666.667
1004,3,-122.50216,37.752735,1386633.333
1005,3,-122.50215,37.737194,1195000
1011,3,-122.50212,37.75222,1386633.333
1033,5,-122.50197,37.749847,1666666.667
1060,4,-122.50177,37.74377,1560000
1070,3,-122.50168,37.745857,1595237
1091,3,-122.501564,37.759666,1311666.667
1109,2,-122.50145,37.773342,1503333.333
1133,2,-122.50129,37.755733,1167220.667
1134,2,-122.501274,37.753143,1183333.333
1135,2,-122.50127,37.781258,1636666.667
1142,2,-122.50122,37.754696,1167220.667
1143,2,-122.501205,37.738976,1101666.667
1145,3,-122.501205,37.754253,1346666.667
1149,4,-122.50118,37.779285,1950000
1157,3,-122.501076,37.75265,1386633.333
1186,3,-122.500916,37.750404,1420000
1196,2,-122.50085,37.745686,1386666.667
1197,2,-122.500824,37.748924,1338666.667
1205,2,-122.50076,37.76355,1196833.333
1228,5,-122.500626,37.761578,1917333.333
1231,3,-122.50062,37.761257,1253333.333
1234,3,-122.500595,37.760937,1253333.333
1237,3,-122.50058,37.760937,1253333.333
1250,4,-122.50053,37.740078,1556600
1259,3,-122.500496,37.759518,1311666.667
1260,2,-122.500496,37.759583,1292666.667
1271,3,-122.50042,37.758644,1315000
1274,3,-122.50041,37.758358,1315000
1275,4,-122.50041,37.774174,1730000
1283,2,-122.50035,37.742172,1045000
1293,3,-122.500305,37.741524,1357000
1321,2,-122.5002,37.73995,1228333.333
1323,2,-122.5002,37.755524,1128887.333
1327,3,-122.50016,37.739532,1340333.333
1342,2,-122.50002,37.77746,1418333.333
1358,5,-122.49989,37.735817,1666666.667
1360,3,-122.499855,37.75045,1386666.667
1376,2,-122.49963,37.74717,1386666.667
1389,5,-122.49957,37.777172,2795833.333
1391,4,-122.499565,37.74621,1746666.667
1408,2,-122.499466,37.76021,1292666.667
1432,4,-122.49933,37.78135,2041666.667
1461,2,-122.499146,37.755573,1098333.333
1472,2,-122.49905,37.754223,1191666.667
1495,2,-122.49876,37.74578,1131666.667
1497,2,-122.49874,37.7805,1485000
1540,2,-122.49839,37.745033,1131666.667
1542,2,-122.49837,37.744522,1093333.333
1543,4,-122.49837,37.744713,1746666.667
1545,4,-122.49835,37.744522,1746666.667
1546,2,-122.49835,37.759808,1326000
1553,2,-122.498314,37.7591,1326000
1558,2,-122.4983,37.755135,1191666.667
1579,2,-122.498116,37.756523,1154583.333
1597,5,-122.497955,37.78049,2360500
1599,3,-122.49795,37.75389,1498333.333
1610,4,-122.49784,37.73719,1664933.333
1611,3,-122.49784,37.752537,1411666.667
1626,3,-122.49774,37.745823,1477424.667
1645,3,-122.49755,37.763695,1451000
1647,3,-122.49754,37.758915,1346870.333
1666,3,-122.49738,37.740215,1306000
1676,2,-122.49732,37.74489,1093333.333
1691,3,-122.49728,37.744507,1477424.667
1733,3,-122.49702,37.73131,1613000
1740,3,-122.496956,37.73974,1306000
1743,3,-122.49695,37.739677,1306000
1747,3,-122.49694,37.75483,1498333.333
1751,3,-122.4969,37.738976,1322666.667
1769,3,-122.49679,37.75148,1305000
1770,2,-122.49679,37.752586,1310000
1783,2,-122.49669,37.73595,1218333.333
1798,3,-122.496574,37.730415,1651333.333
1800,3,-122.49657,37.773872,1791666.667
1814,4,-122.49644,37.76291,1892666.667
1821,3,-122.49632,37.776875,1685000
1829,5,-122.49626,37.760414,1833333.333
1832,3,-122.496254,37.74519,1477424.667
1835,4,-122.49624,37.758984,1892666.667
1845,4,-122.49619,37.73147,1700000
1847,2,-122.496185,37.759323,1373333.333
1909,3,-122.49548,37.780186,1571666.667
1919,4,-122.495384,37.778667,1933333.333
1923,3,-122.49535,37.732796,1698000
1925,4,-122.49535,37.778214,1933333.333
1930,3,-122.49534,37.778152,1571666.667
1935,2,-122.49525,37.742184,1216666.667
1942,6,-122.49516,37.76027,2333416.333
1946,2,-122.49514,37.744408,1216666.667
1950,2,-122.49513,37.759884,1446666.667
1989,4,-122.49492,37.772358,2570000
2006,5,-122.494736,37.754227,1750000
2009,5,-122.49469,37.733955,1666666.667
2011,3,-122.49466,37.73746,1416666.667
2018,3,-122.49459,37.7521,1209333.333
2029,3,-122.49436,37.731876,1698000
2035,4,-122.49434,37.7485,1609166.667
2040,3,-122.494316,37.748245,1329333.333
2041,2,-122.494316,37.76339,1475333.333
2068,3,-122.49418,37.761414,1661666.667
2075,4,-122.494125,37.745476,1551666.667
2097,4,-122.493996,37.774467,2570000
2101,2,-122.493965,37.75832,1556666.667
2122,3,-122.493835,37.75347,1209333.333
2139,2,-122.49369,37.754593,1275000
2147,2,-122.49357,37.752663,1193000
2158,2,-122.49346,37.75118,1159666.667
2163,2,-122.49344,37.751053,1159666.667
2169,4,-122.49339,37.774017,2570000
2186,4,-122.49324,37.76357,1885000
2187,4,-122.49323,37.77889,1933333.333
2191,3,-122.49322,37.76319,1552666.667
2200,4,-122.49318,37.74726,1642500
2201,2,-122.49318,37.778053,1308333.333
2208,3,-122.49314,37.74675,1329333.333
2213,2,-122.49311,37.761524,1420333.333
2233,5,-122.492966,37.759594,1833333.333
2235,5,-122.492966,37.75966,1833333.333
2243,5,-122.49293,37.75351,1750000
2244,2,-122.49291,37.75888,1581666.667
2267,3,-122.49278,37.757015,1536666.667
2268,3,-122.492775,37.75165,1209333.333
2298,3,-122.49263,37.73929,1533333.333
2299,4,-122.49263,37.73929,1618333.333
2301,4,-122.49263,37.739418,1618333.333
2305,2,-122.492615,37.754578,1191666.667
2313,4,-122.49259,37.784786,3383333.333
2316,4,-122.492584,37.78449,3383333.333
2344,2,-122.49245,37.752003,1193000
2362,2,-122.49234,37.75046,1218333.333
2365,3,-122.49234,37.775948,1698333.333
2369,2,-122.49232,37.750336,1218333.333
2376,2,-122.49228,37.780476,1300000
2382,2,-122.49221,37.764244,1475333.333
2396,2,-122.49214,37.763176,1475333.333
2431,2,-122.492,37.745506,1245000
2443,2,-122.49194,37.775684,1296666.667
2458,5,-122.49188,37.77482,2141666.667
2473,3,-122.4918,37.77385,1698333.333
2482,3,-122.49177,37.75771,1569000
2488,2,-122.491714,37.75706,1451666.667
2500,4,-122.49161,37.739975,1618333.333
2510,3,-122.49154,37.73343,1545000
2532,2,-122.49142,37.752823,1243333.333
2567,4,-122.49127,37.750572,1625833.333
2584,3,-122.49116,37.76436,1472666.667
2585,5,-122.49116,37.76436,1783333.333
2591,4,-122.49112,37.74845,1500000
2616,3,-122.49097,37.746395,1302666.667
2620,2,-122.49097,37.76162,1445000
2637,3,-122.49085,37.7602,1710666.667
2639,2,-122.490845,37.759815,1518333.333
2646,4,-122.49083,37.744473,1401666.667
2652,5,-122.4908,37.774868,2141666.667
2669,2,-122.49063,37.75698,1352000
2687,2,-122.49053,37.740215,1085166.667
2699,3,-122.49045,37.754353,1356666.667
2701,3,-122.4904,37.738457,1620000
2728,2,-122.49011,37.749393,1075675.667
2731,2,-122.490105,37.749332,1075675.667
2777,3,-122.48981,37.734756,1450000
2778,2,-122.48979,37.775814,1330000
2783,3,-122.48977,37.775494,1841666.667
2785,4,-122.489746,37.75948,1811000
2790,3,-122.48972,37.737988,1620000
2837,2,-122.48949,37.755882,1348666.667
2855,2,-122.48938,37.754337,1228000
2859,4,-122.489334,37.784233,3416666.667
2863,4,-122.48931,37.78409,3416666.667
2870,2,-122.48926,37.783157,1316666.667
2874,4,-122.489235,37.735264,1716666.667
2883,3,-122.48918,37.731228,1646666.667
2885,2,-122.48917,37.746193,1168333.333
2915,4,-122.48896,37.779205,1676666.667
2919,3,-122.48892,37.763317,1480000
2922,4,-122.488914,37.747704,1642666.667
2951,3,-122.48886,37.74713,1321666.667
2972,4,-122.48872,37.775734,2053333.333
2978,4,-122.488686,37.744564,1644333.333
2980,3,-122.488686,37.775288,1941666.667
2982,3,-122.488655,37.737736,1620000
3001,4,-122.48858,37.773804,2068333.333
3009,3,-122.48851,37.773037,1843889.333
3013,2,-122.48848,37.772587,1346666.667
3016,2,-122.48847,37.741535,1077166.667
3022,4,-122.48846,37.78717,3150000
3042,3,-122.48832,37.73929,1613333.333
3045,5,-122.488304,37.785946,4750000
3051,4,-122.48828,37.73853,1783333.333
3060,2,-122.48823,37.75322,1127666.667
3066,3,-122.48817,37.731045,1646666.667
3069,2,-122.48815,37.74624,1168333.333
3077,3,-122.48808,37.750988,1261666.667
3079,2,-122.48807,37.732697,1380000
3082,3,-122.48806,37.732628,1543333.333
3092,3,-122.488,37.731556,1646666.667
3109,3,-122.48785,37.77874,1758333.333
3114,3,-122.48782,37.747433,1426666.667
3121,2,-122.48781,37.762783,1460333.333
3134,3,-122.487755,37.746475,1423333.333
3139,3,-122.48774,37.777073,1608333.333
3145,2,-122.487686,37.738792,1198500
3149,2,-122.48766,37.75748,1466666.667
3179,5,-122.48748,37.742683,1953333.333
3191,2,-122.487434,37.753754,1137666.667
3194,3,-122.48743,37.75706,1378333.333
3197,4,-122.48742,37.772766,2135000
3205,2,-122.487404,37.741585,1042000
3244,3,-122.48722,37.75424,1383333.333
3270,4,-122.48707,37.782776,3416666.667
3274,2,-122.487045,37.75166,1104333.333
3278,2,-122.486984,37.735077,1376666.667
3287,2,-122.486946,37.750313,1237666.667
3290,2,-122.486885,37.74941,1237666.667
3304,3,-122.48678,37.778736,1758333.333
3305,3,-122.48677,37.778576,1758333.333
3311,4,-122.48674,37.734333,1650000
3319,3,-122.486725,37.747097,1423333.333
3320,3,-122.486725,37.762573,1536666.667
3327,2,-122.48669,37.757534,1466666.667
3329,2,-122.48668,37.74665,1240000
3330,2,-122.48668,37.777153,1305000
3336,4,-122.48665,37.776897,1919000
3340,4,-122.48662,37.745552,1626000
3342,3,-122.48662,37.745743,1670000
3353,2,-122.48657,37.744915,1326666.667
3360,2,-122.48656,37.744915,1326666.667
3364,3,-122.48654,37.78568,3326250
3380,2,-122.48642,37.757946,1466666.667
3385,4,-122.48638,37.785686,3150000
3391,2,-122.48635,37.733246,1380000
3396,3,-122.48632,37.756786,1543333.333
3416,3,-122.48624,37.731827,1606000
3418,3,-122.48624,37.74021,1703333.333
3436,2,-122.486176,37.75454,1301666.667
3444,4,-122.486145,37.75008,1636500
3497,3,-122.48563,37.762238,1595000
3502,2,-122.48557,37.74595,1296666.667
3506,2,-122.48556,37.77656,1305000
3547,2,-122.485344,37.73691,1303333.333
3552,4,-122.48532,37.773247,2135000
3563,2,-122.485275,37.787464,1440000
3568,2,-122.48525,37.7569,1420000
3569,3,-122.48525,37.78708,3326250
3583,3,-122.48517,37.740196,1703333.333
3600,2,-122.48512,37.75504,1365000
3622,5,-122.48498,37.788937,4750000
3631,3,-122.4848,37.759487,1471296
3638,5,-122.484695,37.764137,2432000
3641,4,-122.48464,37.77895,1819000
3660,5,-122.48456,37.762188,2432000
3677,2,-122.48449,37.740784,1116666.667
3680,3,-122.48446,37.74539,1676000
3682,3,-122.48445,37.73136,1746000
3686,3,-122.484436,37.760452,1471296
3691,2,-122.48438,37.744297,1300000
3692,3,-122.48436,37.75929,1471296
3703,2,-122.48427,37.758,1403333.333
3710,3,-122.484215,37.772976,1852666.667
3724,5,-122.484116,37.78669,4750000
3729,2,-122.4841,37.740242,1116666.667
3733,3,-122.4841,37.786236,3208957.333
3740,2,-122.48404,37.7651,1555000
3743,3,-122.48402,37.754635,1611666.667
3771,3,-122.48371,37.780743,1749166.667
3783,4,-122.483604,37.731815,1901666.667
3784,3,-122.483604,37.77944,1749166.667
3805,5,-122.48352,37.74756,1923333.333
3824,2,-122.48337,37.760532,1319000
3838,3,-122.4833,37.783955,2282707.333
3860,4,-122.48313,37.74177,1810666.667
3871,3,-122.483086,37.756676,1611666.667
3876,2,-122.48303,37.740353,1116666.667
3897,3,-122.482864,37.733856,1803333.333
3908,4,-122.48273,37.731995,1901666.667
3917,2,-122.48251,37.76145,1269000
3924,3,-122.48248,37.778603,1822500
3962,2,-122.48227,37.75585,1398333.333
3978,4,-122.482216,37.744263,1953333.333
3980,2,-122.4822,37.743813,1360000
3989,2,-122.482155,37.75852,1501666.667
3990,2,-122.482155,37.758778,1501666.667
3991,3,-122.48214,37.774033,1852666.667
4013,5,-122.48198,37.756214,2506000
4014,4,-122.48198,37.786686,3975000
4024,3,-122.481926,37.755436,1611666.667
4029,2,-122.48191,37.73285,1513333.333
4033,3,-122.48188,37.785385,2274374
4037,3,-122.48186,37.732113,1653333.333
4040,3,-122.48185,37.78491,2274374
4046,4,-122.48182,37.73168,1901666.667
4050,4,-122.4818,37.778297,2016666.667
4065,3,-122.48152,37.734955,1803333.333
4072,4,-122.48147,37.76434,2465000
4073,4,-122.48147,37.76434,2465000
4079,1,-122.48142,37.76371,1850000
4089,4,-122.48136,37.77813,2016666.667
4091,3,-122.48135,37.778004,1741833.333
4094,2,-122.481346,37.76243,1438666.667
4100,3,-122.48134,37.772705,1852666.667
4101,4,-122.48133,37.777493,2016666.667
4126,3,-122.48115,37.785915,2274374
4155,3,-122.48095,37.731915,1653333.333
4157,3,-122.480934,37.731533,1653333.333
4164,3,-122.48089,37.740643,1448333.333
4191,2,-122.480705,37.753426,1483333.333
4200,3,-122.48067,37.752655,1656666.667
4208,2,-122.480644,37.752464,1483333.333
4210,2,-122.480606,37.751816,1433333.333
4217,4,-122.48055,37.751175,1843166.667
4226,5,-122.48047,37.75001,1856666.667
4234,2,-122.48042,37.764507,1648333.333
4237,4,-122.48042,37.77462,2391666.667
4240,2,-122.4804,37.749054,1175000
4252,4,-122.480286,37.762794,2465000
4274,2,-122.48008,37.73197,1513333.333
4278,4,-122.480064,37.7751,2391666.667
4284,2,-122.479996,37.758423,1501666.667
4326,2,-122.4797,37.784847,1493333.333
4329,2,-122.47967,37.73825,1203333.333
4332,4,-122.47966,37.738056,1966666.667
4347,3,-122.47956,37.782986,2087707.333
4355,2,-122.47948,37.75103,1283333.333
4361,3,-122.47938,37.74961,1422000
4377,2,-122.47922,37.762714,1528333.333
4380,4,-122.47922,37.778034,2116666.667
4385,3,-122.4792,37.777843,1836000
4389,2,-122.47919,37.76246,1528333.333
4404,3,-122.47906,37.745243,1510000
4455,2,-122.47835,37.750202,1250000
4460,3,-122.47829,37.744804,1510000
4466,3,-122.478195,37.74824,1366666.667
4473,2,-122.47816,37.747665,1241666.667
4475,3,-122.47815,37.74741,1550000
4477,2,-122.47813,37.756046,1486666.667
4482,3,-122.47808,37.777126,1786000
4500,3,-122.47791,37.733707,1614629.333
4504,3,-122.477905,37.75922,1273333.333
4516,5,-122.477806,37.742424,1962666.667
4550,3,-122.47753,37.753914,1459600
4552,2,-122.47753,37.784657,1493333.333
4571,4,-122.47742,37.78302,2297408
4572,3,-122.4774,37.748592,1391666.667
4577,2,-122.4773,37.750614,1250000
4583,3,-122.477234,37.749706,1335000
4597,3,-122.477196,37.71492,1623333.333
4614,3,-122.47709,37.74762,1441666.667
4628,3,-122.477005,37.741116,1246666.667
4644,2,-122.47689,37.77573,1653333.333
4655,3,-122.47669,37.74196,1246666.667
4664,3,-122.47658,37.755287,1359600
4670,3,-122.476524,37.75694,1321666.667
4689,3,-122.476395,37.737686,1775000
4708,4,-122.47623,37.781433,2297408
4711,2,-122.47621,37.78118,1528333.333
4715,4,-122.47613,37.772945,2269715.333
4737,2,-122.476006,37.778248,1653333.333
4740,3,-122.476,37.732185,1931296
4746,3,-122.47594,37.777225,1857333.333
4763,4,-122.475746,37.759125,1649333.333
4778,3,-122.47565,37.754284,1517933.333
4779,3,-122.47565,37.754284,1517933.333
4794,3,-122.47548,37.74134,1246666.667
4814,3,-122.475334,37.753147,1517933.333
4832,6,-122.47514,37.73383,2451666.667
4837,5,-122.47511,37.749992,1755000
4853,4,-122.47505,37.749096,1832666.667
4854,4,-122.47505,37.74929,1832666.667
4855,4,-122.475044,37.758087,1886666.667
4860,3,-122.475,37.73427,1636666.667
4865,2,-122.47496,37.74774,1520000
4876,2,-122.4749,37.756176,1558333.333
4879,2,-122.47489,37.76223,1293333.333
4892,4,-122.4748,37.77637,2046666.667
4918,4,-122.47468,37.784344,2817074.667
4927,3,-122.47465,37.77431,1825666.667
4935,5,-122.47459,37.78436,3161666.667
4941,2,-122.47456,37.7577,1558333.333
4944,2,-122.47453,37.720642,1228333.333
4958,5,-122.47451,37.756775,2001666.667
4967,3,-122.47444,37.75596,1321666.667
4986,3,-122.47432,37.7386,1786666.667
4987,3,-122.47431,37.738537,1786666.667
4997,2,-122.47427,37.738018,1683333.333
5018,3,-122.474174,37.751938,1710000
5020,3,-122.47417,37.78317,2046666.667
5022,2,-122.47416,37.751682,1429000
5032,3,-122.47411,37.75101,1778333.333
5037,4,-122.47408,37.727825,2103504.333
5048,3,-122.474014,37.73312,1596000
5054,4,-122.474,37.76188,1649333.333
5059,3,-122.47395,37.764454,1721666.667
5070,3,-122.47388,37.747826,1602666.667
5090,3,-122.473755,37.777676,1825666.667
5096,3,-122.47374,37.76136,1721666.667
5103,4,-122.47373,37.777134,2046666.667
5113,3,-122.47366,37.72094,1940000
5143,6,-122.47358,37.78627,2791666.667
5181,3,-122.47329,37.73927,1786666.667
5194,3,-122.473206,37.727707,2233333.333
5197,4,-122.473206,37.75368,1877666.667
5199,4,-122.4732,37.733414,2375337.667
5204,4,-122.47319,37.730335,2223004.333
5210,4,-122.47316,37.78489,2833741.333
5219,3,-122.47309,37.750656,1820000
5232,3,-122.47296,37.74878,1523333.333
5236,4,-122.47293,37.749706,1832666.667
5248,2,-122.47287,37.744297,1495000
5254,3,-122.472855,37.744293,1716666.667
5257,3,-122.47285,37.748478,1486000
5270,3,-122.47277,37.747486,1602666.667
5278,2,-122.47268,37.762264,1293333.333
5281,3,-122.472626,37.73546,1520000
5283,4,-122.47262,37.735443,2691666.667
5288,3,-122.47259,37.735603,1520000
5297,3,-122.47251,37.720406,1940000
5310,2,-122.47244,37.742786,1465000
5317,2,-122.47243,37.742565,1465000
5331,3,-122.47234,37.741085,1388333.333
5353,4,-122.47219,37.726288,2103166.667
5384,2,-122.47205,37.74583,1511666.667
5389,3,-122.47204,37.753212,1718333.333
5399,3,-122.4719,37.72781,2233333.333
5404,2,-122.47183,37.750168,1379000
5405,3,-122.471825,37.74988,1813333.333
5417,4,-122.47167,37.720757,1780333.333
5438,3,-122.47161,37.76294,1721666.667
5464,5,-122.47145,37.744705,2738962.667
5465,3,-122.47145,37.758827,1986666.667
5477,4,-122.47136,37.722942,1930833.333
5514,5,-122.47118,37.75342,1951666.667
5520,2,-122.47115,37.740242,1770000
5522,3,-122.471146,37.72163,1908333.333
5523,2,-122.47114,37.740047,1770000
5576,3,-122.470955,37.74995,1746666.667
5589,4,-122.47091,37.737316,3178333.333
5604,6,-122.47085,37.725765,2451666.667
5631,2,-122.47075,37.761917,1294666.667
5653,2,-122.47071,37.747017,1503333.333
5654,3,-122.4707,37.721634,1908333.333
5696,5,-122.470474,37.777634,3153333.333
5704,2,-122.47045,37.713943,936666.6667
5734,2,-122.4704,37.709766,855000
5735,5,-122.4704,37.728256,2900000
5737,2,-122.4704,37.737835,1770000
5743,4,-122.47039,37.776314,1958333.333
5754,2,-122.470345,37.74472,1611666.667
5764,5,-122.4703,37.72873,2900000
5770,3,-122.47028,37.743855,2135333.333
5773,4,-122.47026,37.77445,1791666.667
5776,4,-122.47024,37.75866,2666666.667
5782,5,-122.470215,37.784565,3161666.667
5802,4,-122.47012,37.727783,2103166.667
5821,3,-122.47002,37.78616,2150000
5842,3,-122.46988,37.784264,2766666.667
5846,2,-122.469864,37.72005,1190000
5860,5,-122.46985,37.776962,3153333.333
5910,4,-122.46957,37.76449,1669333.333
5911,4,-122.46957,37.779823,2040000
5921,4,-122.4695,37.747997,1810000
5926,3,-122.469444,37.74748,1696666.667
